!exclamation-point       ɛksklʌmeɪʃʌnpɔɪnt        
"close-quote             kloʊzkwoʊt               
jasinski                 jʌsɪnski                 
jaskiewicz               jɑskʌvɪtʃ                
jasko                    jɑskoʊ                   
jaskolski                jʌskoʊlski               
jaskot                   jɑskʌt                   
jaskowiak                jʌskaʊiæk                
jaskulski                jʌskʌlski                
jasmer                   dʒæsʌmɹ̩                 
jasmin                   dʒæzmɪn                  
jasmina                  jʌsmaɪnʌ                 
jasmine                  dʒæzmʌn                  
jasmine(1)               dʒæzmɪn                  
jaso                     jɑsoʊ                    
jason                    dʒeɪsʌn                  
jason's                  dʒeɪsʌnz                 
jaspal                   dʒæspɑl                  
jasper                   dʒæspɹ̩                  
jasper's                 dʒæspɹ̩z                 
jaspers                  dʒæspɹ̩z                 
jasperson                dʒæspɹ̩sʌn               
jass                     dʒæs                     
jasso                    dʒæsoʊ                   
jaster                   dʒæstɹ̩                  
jauch                    dʒɔtʃ                    
jaudon                   jaʊdɔn                   
jaundice                 dʒɔndʌs                  
jaundiced                dʒɔndɪst                 
jaunt                    dʒɔnt                    
jauntily                 dʒɔntʌli                 
jaunts                   dʒɔnts                   
jaunty                   dʒɔnti                   
jauregui                 jaʊɹeɪɡwi                
jaurequi                 jaʊɹeɪkwi                
java                     dʒɑvʌ                    
javan                    dʒʌvɑn                   
javanese                 dʒɑvʌniz                 
javascript               dʒɑvʌskɹɪpt              
javelin                  dʒævʌlʌn                 
javelin(1)               dʒævʌlɪn                 
javelin(2)               dʒævlʌn                  
javelin(3)               dʒævlɪn                  
javett                   dʒævʌt                   
javier                   hɑviɛɹ                   
javits                   dʒævɪts                  
javorsky                 jʌvɔɹski                 
jaw                      dʒɔ                      
jawad                    dʒʌwɑd                   
